S/NÂ°,CHAPTER,CHAPTER CODE,sector_label,sector_id,COFOG1 Code,COFOG1 Label,Chapter Label,CHAPTER 2,P.O. NÂ°,AUTH. NÂ°,IMPUTATION,PHYSICAL UNIT DEMANDED,BENEFICIARY,QTY COM,reporting_type,amount,QTY SUPPLIED,PHY. %,FIN. %,SUM,AREA 1,commune,AREA 2,TIME,Column 29,Column 30,Column 31,Column 32,Column 33,Column 34,Column 35,Column 36,Column 37,Column 38,Column 39,Column 40,Column 41,Column 42,Column 43,Column 44,Column 45,Column 46,Column 47,Column 48,Column 49,Column 50,Column 51,Column 52,Column 53,Column 54,Column 55,Column 56,Column 57,Column 58,Column 59,Column 60,Column 61,Column 62,Column 63,Column 64,Column 65,Column 66,Column 67,Column 68,Column 69,Column 70,Column 71,Column 72,Column 73,Column 74,Column 75,Column 76,Column 77,Column 78,Column 79,Column 80,Column 81,Column 82,Column 83,Column 84,Column 85,Column 86,Column 87,Column 88,Column 89,Column 90,Column 91,Column 92,Column 93,Column 94,Column 95,Column 96,Column 97,Column 98,Column 99,Column 100,Column 101,Column 102,Column 103,Column 104,Column 105,Column 106,Column 107,Column 108,Column 109,Column 110,Column 111,Column 112,Column 113,Column 114,Column 115,Column 116,Column 117,Column 118,Column 119,Column 120,Column 121,Column 122,Column 123,Column 124,Column 125,Column 126,Column 127,Column 128,Column 129,Column 130,Column 131,Column 132,Column 133,Column 134,Column 135,Column 136,Column 137,Column 138,Column 139,Column 140,Column 141,Column 142,Column 143,Column 144,Column 145,Column 146,Column 147,Column 148,Column 149,Column 150,Column 151,Column 152,Column 153,Column 154,Column 155,Column 156,Column 157,Column 158,Column 159,Column 160,Column 161,Column 162,Column 163,Column 164,Column 165,Column 166,Column 167,Column 168,Column 169,Column 170,Column 171,Column 172,Column 173,Column 174,Column 175,Column 176,Column 177,Column 178,Column 179,Column 180,Column 181,Column 182,Column 183,Column 184,Column 185,Column 186,Column 187,Column 188,Column 189,Column 190,Column 191,Column 192,Column 193,Column 194,Column 195,Column 196,Column 197,Column 198,Column 199,Column 200,Column 201,Column 202,Column 203,Column 204,Column 205,Column 206,Column 207,Column 208,Column 209,Column 210,Column 211,Column 212,Column 213,Column 214,Column 215,Column 216,Column 217,Column 218,Column 219,Column 220,Column 221,Column 222,Column 223,Column 224,Column 225,Column 226,Column 227,Column 228,Column 229,Column 230,Column 231,Column 232,Column 233,Column 234,Column 235,Column 236,Column 237,Column 238,Column 239,Column 240,Column 241,Column 242,Column 243,Column 244,Column 245,Column 246,Column 247,Column 248,Column 249,Column 250,Column 251,Column 252,Column 253,Column 254,Column 255,Column 256
55,"CHAPTER 22 - ECONOMY, PLANNING AND REGIONAL PROGRAMMING",22,Affaires économiques,19,4,Affaires économiques,"Economie, planification et développement rural","ECONOMY, PLANNING AND REGIONAL PROGRAMMING",6739118,E206127,4.49E+13,REH FUNDONG-BUABUA-FONFUKA ROAD,,,AMOUNT,1.00E+08,1,100,73.003419,1.00E+10,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"CHAPTER 22 - ECONOMY, PLANNING AND REGIONAL PROGRAMMING",22,Affaires économiques,19,4,Affaires économiques,"Economie, planification et développement rural","ECONOMY, PLANNING AND REGIONAL PROGRAMMING",6739118,E206127,4.49E+13,REH FUNDONG-BUABUA-FONFUKA ROAD,,,ENGAGE,1.00E+08,1,100,73.003419,1.00E+10,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"CHAPTER 22 - ECONOMY, PLANNING AND REGIONAL PROGRAMMING",22,Affaires économiques,19,4,Affaires économiques,"Economie, planification et développement rural","ECONOMY, PLANNING AND REGIONAL PROGRAMMING",6739118,E206127,4.49E+13,REH FUNDONG-BUABUA-FONFUKA ROAD,,,LIQUIDATE,7.30E+07,1,100,73.003419,1.00E+10,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6648407,IL03716,4.43E+13,CONST. DE 02 SALLES DE CLASSE GSS ABU,,,AMOUNT,1.80E+07,2,100,97.48926111,1.80E+09,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6648407,IL03716,4.43E+13,CONST. DE 02 SALLES DE CLASSE GSS ABU,,,ENGAGE,1.75E+07,2,100,97.48926111,1.80E+09,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6648407,IL03716,4.43E+13,CONST. DE 02 SALLES DE CLASSE GSS ABU,,,LIQUIDATE,1.75E+07,2,100,97.48926111,1.80E+09,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,5715031,IL03717,4.43E+13,CONST. D'UN BLOC SANITAIRE GSS MELI ,,,AMOUNT,7500000,1,15,91.57353333,1.13E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,5715031,IL03717,4.43E+13,CONST. D'UN BLOC SANITAIRE GSS MELI ,,,ENGAGE,6868015,1,15,91.57353333,1.13E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,5715031,IL03717,4.43E+13,CONST. D'UN BLOC SANITAIRE GSS MELI ,,,LIQUIDATE,6868015,1,15,91.57353333,1.13E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6375888,IL03718,4.43E+13,BRANCHEMENT EN ELECTRICITE GTC NJINIKOM,,,AMOUNT,3250000,1,100,100,3.25E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6375888,IL03718,4.43E+13,BRANCHEMENT EN ELECTRICITE GTC NJINIKOM,,,ENGAGE,3250000,1,100,100,3.25E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6375888,IL03718,4.43E+13,BRANCHEMENT EN ELECTRICITE GTC NJINIKOM,,,LIQUIDATE,3250000,1,100,100,3.25E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,7122601,IL03719,4.43E+13,KITS ELECTRICITE EQUIPEMENT CETIC NJINIKOM,,,AMOUNT,2000000,1,100,100,2.00E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,7122601,IL03719,4.43E+13,KITS ELECTRICITE EQUIPEMENT CETIC NJINIKOM,,,ENGAGE,2000000,1,100,100,2.00E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,7122601,IL03719,4.43E+13,KITS ELECTRICITE EQUIPEMENT CETIC NJINIKOM,,,LIQUIDATE,2000000,1,100,100,2.00E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6791586,IL03720,44254516052270A,EQUIP. EN TABLE BANCS CETIC KIMBI,,,AMOUNT,1800000,60,100,99.99905556,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6791586,IL03720,44254516052270A,EQUIP. EN TABLE BANCS CETIC KIMBI,,,ENGAGE,1799983,60,100,99.99905556,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6791586,IL03720,44254516052270A,EQUIP. EN TABLE BANCS CETIC KIMBI,,,LIQUIDATE,1799983,60,100,99.99905556,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6791588,IL03722,44254516052270C,EQUIP. DE L'ATELIER DE MACONNERI CETIC KIMBI,,,AMOUNT,4000000,1,100,100,4.00E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6791588,IL03722,44254516052270C,EQUIP. DE L'ATELIER DE MACONNERI CETIC KIMBI,,,ENGAGE,4000000,1,100,100,4.00E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6791588,IL03722,44254516052270C,EQUIP. DE L'ATELIER DE MACONNERI CETIC KIMBI,,,LIQUIDATE,4000000,1,100,100,4.00E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6739210,IL04227,4.43E+14,EQUIP. EN TABLES BANCS CES BINGO,,,AMOUNT,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6739210,IL04227,4.43E+14,EQUIP. EN TABLES BANCS CES BINGO,,,ENGAGE,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6739210,IL04227,4.43E+14,EQUIP. EN TABLES BANCS CES BINGO,,,LIQUIDATE,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6597917,IL04228,4.43E+14,RONEO TYPEUR A STENCIL MAN.&ELE. CES ADUK,,,AMOUNT,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6597917,IL04228,4.43E+14,RONEO TYPEUR A STENCIL MAN.&ELE. CES ADUK,,,ENGAGE,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6597917,IL04228,4.43E+14,RONEO TYPEUR A STENCIL MAN.&ELE. CES ADUK,,,LIQUIDATE,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6863254,IL04229,4.43E+14,EQUIP.EN TABLE BANCS CES MELI,,,AMOUNT,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6863254,IL04229,4.43E+14,EQUIP.EN TABLE BANCS CES MELI,,,ENGAGE,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,6863254,IL04229,4.43E+14,EQUIP.EN TABLE BANCS CES MELI,,,LIQUIDATE,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,CHAPTER 25 - SECONDARY EDUCATION,25,Education,9,9,Education,Education secondaire,SECONDARY EDUCATION,7097526,IL04230,4.43E+14,EQUIP.EN TABLE BANCS CES ABU,,,AMOUNT,1800000,1,100,100,1.80E+08,BOYO,Boyo,INVESTMENT BUDGET FOR FY2010 (NW REGION),2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
